Data,FaturamentoTotal,Dinheiro,PIX,Cartão,Fiado,RealDinheiro,RealPIX,RealCartao,RealFiado,Diferenca,Status,Operador,ValorInicial,ValorFinalCaixa
2025-09-08,26.616,0.0,0.0,26.616,0.0,,,,,,Fechado,Renan,100.0,126.616
